cook_time,cuisine,ingredients,ingredients_full,name,prep_time,rating,rating_count,servings
over 2 hours,Turkish and Middle Eastern,"cayenne pepper,black pepper,paprika,ground ginger,turmeric,cinnamon,lamb shoulder,onions,olive oil,argan oil,garlic,tomato juice,chopped tomatoes,dried apricots,dates,sultanas,flaked almonds,saffron,lamb stock,honey,coriander,parsley","1 tsp cayenne pepper,2 tsp ground black pepper ,1½ tbsp paprika ,1½ tbsp ground ginger ,1 tbsp turmeric ,2 tsp ground cinnamon ,1.1kg/2½lb cubed lamb shoulder (5cm/2in chunks),2 large onions, grated ,2 tbsp olive oil,2 tbsp argan oil ,3 cloves garlic, crushed,570ml/1 pint tomato juice,2 x 400g tinned chopped tomatoes ,115g/4oz dried apricots, cut in half,55g/2oz dates, cut in half,55g/2oz sultanas or raisins,85g/3oz flaked almonds ,1 tsp saffron stamens, soaked in cold water ,600ml/1 pint lamb stock,1 tbsp clear honey,2 tbsp coriander, roughly chopped,2 tbsp flat leaf parsley, roughly chopped",Moroccan lamb tagine,overnight,4.52112676056338,71,Serves 4
1 to 2 hours,Turkish and Middle Eastern,"olive oil,onions,garlic,cumin,chilli,green lentils,peppers,lemon juice,fresh coriander,mint,black pepper,flatbreads,yoghurt","4 tbsp olive oil,3 onions, thinly sliced,4 garlic cloves, finely chopped,cumin seeds, toasted and then ground (to taste),pinch chilli flakes, or to taste,200g/7oz brown or green lentils,2 green peppers, seeds removed and quartered,lemon juice, to taste,1 small bunch fresh coriander, roughly chopped,fresh mint, torn,salt and freshly ground black pepper,flatbreads,Greek yoghurt",Middle Eastern lentils,less than 30 mins,5,7,Serves 4
1 to 2 hours,Turkish and Middle Eastern,"potatoes,olive oil,garlic,chard,cannellini beans,cumin,cumin,black pepper,yoghurt,tahini,garlic","2 baking potatoes ,1 tbsp olive oil ,2 garlic cloves, thinly sliced,200g/7oz chard, cut into 2cm/¾in strips (thick stalks 1cm/½in),400g tin cannellini beans, drained  ,½ tsp cumin seeds or ground cumin,salt and freshly ground black pepper,½ lemon, juice only, to serve,100g/3½oz Greek yoghurt ,1½ tbsp tahini,½ garlic clove, crushed ",Baked potatoes with Middle Eastern beans and greens,less than 30 mins,4.4,5,Serves 2
over 2 hours,British,"onion,butter,liver,sausage,breadcrumbs,lemon,thyme,egg,parsley,black pepper,lamb,buttered,scalloped,onion,plain flour,port,stock,redcurrant jelly,black pepper,nutmeg,gravy browning","1 small onion,knob of butter,140g/5oz lamb’s liver, chopped,450g/1lb pork sausage meat,85g/3oz breadcrumbs ,1 small lemon, zest only,1 tsp dried or fresh thyme ,1 free-range egg,1 tbsp chopped fresh parsley (optional),salt and freshly ground black pepper,1.6kg/3.5lb boned shoulder of lamb,buttered peas, to serve,scalloped potatoes, to serve,28g/1oz dripping,½ onion, chopped,28g/1oz plain flour,75ml/2½fl oz port,150ml/¼ pint stock ,1 tsp redcurrant jelly,salt and freshly ground black pepper ,pinch of nutmeg,dash gravy browning",Stuffed shoulder of lamb,less than 30 mins,5,1,Serves 4
30 mins to 1 hour,British,"pork chops,salt,olive oil,onions,bacon,bouquet garni,mushrooms,shallots,apples,cider,mustard,double cream,carrots,mashed potatoes","4 x 200g/7oz pork chops ,4 tsp sea salt flakes,2 tbsp olive oil,2 onions, peeled, finely chopped,150g/5oz smoked bacon, chopped,1 bouquet garni (celery, parsley, bay leaves and thyme),300g/10½oz button mushrooms,300g/10½oz shallots, peeled, cooked for ten minutes, then drained and refreshed in cold water,4 Cox's apples, peeled, cores removed, quartered,4 tbsp muscovado sugar,500ml/17½fl oz Suffolk cider,4 tsp English mustard,400ml/14fl oz double cream,cooked carrots, to serve,mashed potatoes, to serve",Pork chops with cider and apples,less than 30 mins,4.333333333333333,3,Serves 4
10 to 30 mins,Turkish and Middle Eastern,"thyme,lamb chops,vegetable oil,spring onions,flaked almonds,mint,pomegranate,couscous,feta,olive oil,butter,maple syrup,balsamic vinegar,black pepper","large handful fresh thyme sprigs, leaves picked,salt and pepper,8 lamb chops or cutlets,vegetable oil,1 bunch spring onions, trimmed and sliced,50g/2oz flaked almonds,handful fresh mint,1 pomegranate, seeds only,300g/10½oz couscous,200g/7oz feta ,drizzle of extra virgin olive oil,25g/1oz butter,2 tbsp maple syrup,1 tbsp balsamic vinegar,Salt and freshly ground black pepper, to taste",Maple and balsamic glazed lamb chops with couscous,less than 30 mins,5,1,Serves 4
30 mins to 1 hour,British,"butter,onion,double cream,mushrooms,marjoram,leftover turkey,potatoes,butter,egg yolk,milk,black pepper","30g/1oz butter,1 large onion, finely chopped,275ml/10fl oz double cream ,100ml/3½fl oz chicken or turkey stock,450g/1lb mushrooms, sliced,1 tbsp tarragon or marjoram, chopped,675g/1lb 5oz leftover turkey and ham, cut into 2cm chunks ,1.2kg/2½lb potatoes,knob of butter,1 free-range egg yolk,3 tbsp milk,salt and freshly ground black pepper",Turkey and ham pie,less than 30 mins,4.6,5,Serves 6-8
1 to 2 hours,Turkish and Middle Eastern,"onion,peppers,tomatoes,thyme,olive oil,butter beans,allspice,green beans,black pepper","1 large onion, roughly chopped,6 peppers, assorted red and yellow, deseeded and quartered,400g/14oz tomatoes assorted sizes and colours,20 thyme sprigs,8 tbsp olive oil,2 x 400g tins butter beans,2 tsp ground allspice ,350g/12oz green beans,salt and freshly ground black pepper",Lokanta stew,less than 30 mins,4.125,16,Serves 4
10 to 30 mins,Turkish and Middle Eastern,"mackerel,oregano,lemon,red wine vinegar,olive oil,chilli powder,red onions,lemon","8 large mackerel fillets, all bones removed,2 tbsp finely chopped fresh oregano leaves (or 1 tsp dried),1 lemon, zest only,1 tbsp red wine vinegar,2 tbsp olive oil,pinch chilli powder or flakes (optional),2 small red onions, each cut into quarters,1 lemon, cut into quarters, to serve",Mackerel kebabs,30 mins to 1 hour,5,1,Serves 4
over 2 hours,Turkish and Middle Eastern,"cumin,coriander,smoked paprika,chilli powder,black pepper,garlic,ground ginger,nutmeg,garam masala,turmeric,olive oil,lemons,onion,lamb shoulder,pitta breads,couscous,lemon,peppers,sweetcorn,chilli,fresh coriander,cucumber,yoghurt,garlic,coriander,black pepper","4 tbsp ground cumin,4 tbsp ground coriander,2 tbsp smoked paprika,2 tbsp medium chilli powder (or mild or hot, if you prefer),2 tbsp freshly ground black pepper,4 tsp garlic powder,4 tsp ground ginger,2 tsp freshly grated or ground nutmeg ,2 tsp garam masala,1 tsp ground turmeric,2 tbsp olive oil,2 unwaxed lemons, finely grated zest and juice ,4 tbsp spice mix (from above),1 onion, quartered ,1.5–1.6kg/3lb 5–8oz lamb shoulder (bone-in)  ,4 wholemeal pitta breads, to serve,320g/11oz wholewheat couscous,1 unwaxed lemon, finely grated zest and juice only,400ml/14fl oz boiling water,2 yellow peppers, deseeded and roughly chopped,320g/11oz frozen sweetcorn, defrosted,1 red chilli, deseeded and finely chopped (optional),3 tbsp roughly chopped fresh coriander (optional),1 cucumber,320g/11oz 0%-fat Greek-style natural yoghurt,2 garlic cloves, peeled,1 tsp ground coriander,sea salt and freshly ground black pepper",Lamb shawarma with couscous and raita ,less than 30 mins,4.666666666666667,3,"Serves 4, plus leftovers"
10 to 30 mins,Turkish and Middle Eastern,"lamb mince,lamb,garlic,sea salt,bicarbonate of soda,cumin,paprika,onion,oregano,dried chilli,black pepper,yoghurt,mint,salt,iceberg lettuce,cucumber,red onion,chillies","175g/6oz 20% fat lamb mince,175g/6oz diced lamb leg meat, visible fat removed,2 garlic cloves, finely grated ,½ tsp flaky sea salt ,½ tsp bicarbonate of soda ,2 tsp ground cumin ,1 tsp ground paprika ,1 tsp onion powder ,1 tsp dried oregano ,pinch dried chilli flakes ,freshly ground black pepper ,100ml/3½fl oz 0% fat plain yoghurt,2 tbsp finely chopped  mint leaves ,pinch granulated sweetener ,pinch salt ,2 medium corn tortillas ,40g/1½oz iceberg lettuce, shredded ,50g/1¾oz cucumber, thinly sliced ,2 tomatoes, thinly sliced, ½ small red onion, thinly sliced ,6 pickled chillies ,hot sauce (optional)",Lamb doner,less than 30 mins,4.933333333333334,15,Serves 2
10 to 30 mins,American,"buttermilk,salt,chicken,plain flour,lemon,smoked paprika,English mustard,thyme,oregano,black peppercorns,vegetable oil,caster sugar,tomatoes,chillies,sweetcorn,red wine vinegar,lime,parsley,black pepper","400ml/14fl oz buttermilk,1 tsp salt,1 whole chicken, jointed, then cut into 10 portions,125g/4½oz plain flour,1 unwaxed lemon, finely grated zest only,1½ tsp hot smoked paprika,1½ tsp English mustard powder,1½ tsp celery salt,1½ tsp dried thyme,1½ tsp dried oregano,2 tsp cracked black peppercorns,vegetable oil, for shallow frying,90g/3¼oz caster sugar,300g/10½oz tomatoes, finely chopped,2 red chillies, finely chopped,300g/10½oz tinned sweetcorn, drained and rinsed,2 tbsp red wine vinegar,1 lime, juice only,2 tbsp roughly chopped fresh flatleaf parsley leaves,salt and freshly ground black pepper",Southern-fried buttermilk chicken with tomato salsa,overnight,4.875,8,Serves 4
over 2 hours,American,"ketchup,soy sauce,honey,ginger,garlic,sherry,star anise,chilli sauce,rosemary,pork spare ribs,spring onions,olive oil,polenta,parmesan,rosemary,black pepper,soured cream,sweetcorn","300ml/10fl oz tomato ketchup,300ml/10fl oz dark soy sauce,125g/4oz runny honey,5cm/2in piece fresh ginger, peeled and minced ,4 garlic cloves, minced ,5 tbsp Amontillado sherry,1 tsp ground star anise (optional),1 tbsp ketjap manis (sweet chilli sauce),1 tbsp fresh rosemary, chopped,1.8-2.2kg/4-5lb pork spare ribs (baby back ribs, if possible),water,2 spring onions, finely chopped,6 large potatoes, each about 100g/4oz,3 tbsp/2fl oz olive oil,75g/2oz polenta,30g /1oz parmesan, finely grated,2 tbsp fresh rosemary, finely chopped,salt and freshly ground black pepper,soured cream ,buttered mini sweetcorn",Sweet and sticky ribs,30 mins to 1 hour,5,4,Serves 4 - 6
10 to 30 mins,Turkish and Middle Eastern,"soya beans,red onion,garlic,coriander,ras-el-hanout,egg,sesame seeds,breadcrumbs,black pepper,olive oil,pepper,pepper,courgettes,aubergine,paprika,sherry vinegar,coriander,cucumber,garlic,yoghurt,lemon,mint","500g/1lb 2oz frozen soya beans, defrosted,1 small red onion, finely chopped,2 garlic cloves, crushed,½ small bunch coriander, leaves and stalks finely chopped,1-2 tsp ras-el-hanout, to taste,1 free-range egg, beaten,2 tbsp toasted sesame seeds,2 tbsp dry breadcrumbs,sea salt and freshly ground black pepper, to taste,olive oil cooking spray,1 red pepper, seeds removed, quartered,1 yellow pepper, seeds removed, quartered,2 courgettes, cut into long batons,1 aubergine, halved lengthways then sliced into half moons,1 tsp sweet smoked paprika,1-2 tsp sherry vinegar, to taste,½ small bunch coriander, torn,⅓ cucumber, roughly peeled, seeds removed, finely chopped,1 small garlic clove, crushed,100g/3½oz fat-free Greek yoghurt,1 lemon, juice of ½, remainder cut into wedges for serving,small handful mint, leaves shredded",Edamame falafel ,30 mins to 1 hour,4.8,5,Serves 4-6
30 mins to 1 hour,American,"duck,spring onions,cucumber,carrot,brioche,vegetable oil,eggs,coriander,sweet potatoes,rapeseed oil,seasoning,thyme,brown sugar,hoisin sauce,ketchup,honey,rice wine,five-spice powder,white pepper,sesame oil,cloves,sesame seeds","1 prepared aromatic duck ,6 spring onions, thinly sliced,1 cucumber, thinly sliced,1 carrot, peeled and sliced with a julienne peeler,4 brioche burger buns, toasted,2 tbsp vegetable oil,4 free-range eggs,handful coriander leaves,2 medium sweet potatoes, sliced into thin chips,1 tbsp of rapeseed oil,2 tsp Cajun seasoning,few thyme sprigs (optional),1 tbsp dark brown sugar,3 tbsp hoisin sauce,2 tbsp tomato ketchup,2 tbsp honey,1 tbsp rice wine,1 tsp Chinese five-spice powder,½ tsp white pepper,1 tsp sesame oil,3 garlic cloves, finely grated,1 tbsp sesame seeds, toasted",Sticky hoisin duck burgers with sweet potato fries,less than 30 mins,5,1,Serves 4
10 to 30 mins,Turkish and Middle Eastern,"chickpeas,spring onions,cumin,lemon,plain flour,black pepper,olive oil,olive oil,lemon,cucumber,tomatoes,lettuce,pitta breads,yoghurt,chilli sauce,hummus","400g/14oz tin chickpeas ,2 spring onions, finely chopped ,1 tsp ground cumin,1 lemon, zest only,2 dessertspoons plain flour,½ tsp salt ,freshly ground black pepper,4 tsp olive oil,3 tbsp olive oil ,1 lemon, juice only,½ cucumber, peeled and thinly sliced , 2 tomatoes, roughly chopped,1 round lettuce, washed, leaves torn  ,4 pitta breads ,plain yoghurt,chilli sauce,hummus",Falafel,less than 30 mins,4.6875,16,Serves 2
30 mins to 1 hour,Turkish and Middle Eastern,"potatoes,eggs,mince,onion,turmeric,cumin,nutmeg,cinnamon,vegetable oil,plain flour,sesame seeds,basil,parsley,mint,tomatoes,gherkins,cucumber,lemon,olive oil","750g/1lb 10oz potatoes, ideally Desiree, unpeeled and washed,2 free-range eggs,400g/14oz beef mince,1 onion, grated,1 tsp ground turmeric,1 tsp ground cumin,good grating fresh nutmeg,½ tsp ground cinnamon ,vegetable oil, for shallow frying,50g/1¾oz plain flour,100g/3½oz sesame seeds ,salt and freshly ground black pepper,15g/½oz fresh basil, leaves picked,25g/1oz fresh parsley, leaves picked,15g/½oz fresh mint, leaves picked ,4 tomatoes, deseeded and roughly chopped,175g/6oz gherkins, chopped ,½ cucumber, deseeded and sliced ,½ lemon, juice only,4 tbsp extra virgin olive oil ",Kotlets with herb salad,less than 30 mins,3,2,Serves 4–6
10 to 30 mins,Turkish and Middle Eastern,"rapeseed oil,lamb mince,garlic,cumin,coriander,onion,smoked paprika,sea salt,black pepper,iceberg lettuce,red cabbage,red onion,pepper,chilli sauce,yoghurt,chillies","1 tsp rapeseed oil,400g/14oz lean lamb mince (5% fat),2 garlic cloves, crushed,1 tsp ground cumin,1 tsp ground coriander,½ tsp onion powder,½ tsp smoked paprika,½ tsp sea salt,½ tsp freshly ground black pepper,4 brown pittas,½ iceberg lettuce, finely shredded,¼ red cabbage, cored and finely shredded,½ red onion, thinly sliced,1 red pepper, sliced,2 tbsp chilli sauce,4 tbsp low-fat plain yoghurt,2 tbsp pickled chillies (optional)",Homemade doner kebab,less than 30 mins,4.447058823529412,85,Serves 4
1 to 2 hours,Turkish and Middle Eastern,"leg of lamb,yoghurt,fenugreek,harissa,lime leaves,turmeric,garlic,lime,vegetable oil,cumin,garlic,peppers,breadcrumbs,sumac,lemon,peaches,red onion,Aleppo pepper,lemon,olive oil,feta,mint","2kg/4lb 8oz leg of lamb,sea salt and freshly ground black pepper,200g/7oz Greek-style plain yoghurt,4 tsp fenugreek seeds, dry-toasted and crushed,3 tbsp rose harissa,3 kaffir lime leaves,2 tsp ground turmeric,4 large garlic cloves, crushed,1 lime, finely grated zest and juice,2 tbsp ghee or vegetable oil,2 tbsp cumin seeds,garlic oil, for drizzling,300g/10½oz padron peppers,2 handfuls fine, dried breadcrumbs ,1 tbsp sumac,1 unwaxed lemon, finely grated zest only,4 large peaches, pitted and cut into 10 wedges,1 red onion, thinly sliced,1 tbsp pul biber (Aleppo pepper) chilli flakes,½ lemon, juice only,extra virgin olive oil,200g/7oz feta, crumbled ,small bunch fresh mint leaves, cut into thin strips","Harissa lamb with peach, feta and mint salad",overnight,5,3,Serves 4-6
10 to 30 mins,Turkish and Middle Eastern,"vegetable stock,couscous,broccoli,green beans,kale,olive oil,pomegranate,tahini,lemon juice,sea salt,black pepper","130ml/4fl oz hot vegetable stock,60g/2¼oz wholewheat giant couscous ,130g/4½oz long-stem broccoli ,180g/6oz fine green beans, trimmed,150g/5½oz kale,1 tbsp olive oil,½ pomegranate, seeds only, to serve,25g/1oz tahini,2 tbsp lemon juice,1 tsp sea salt flakes ,freshly ground black pepper",Greens with giant couscous and tahini,less than 30 mins,3.2,5,Serves 2
30 mins to 1 hour,Turkish and Middle Eastern,"chickpeas,onion,garlic,cumin,parsley,chilli powder,plain flour,salt,fat,hummus,olive oil,lemon juice,tahini,buns,tomato,red onion,lettuce,potatoes","250g/9oz chickpeas, soaked overnight,1 medium onion, very finely chopped,2 cloves garlic, crushed or finely chopped,2 tsp ground cumin,2 tsp ground coriander seed,6 tbsp chopped parsley,½ tsp chilli powder,2 rounded tbsp plain flour,1 tsp salt,Oil for deep fat frying,125g/4½oz hummus,2 tbsp extra virgin olive oil,1-2 tbsp lemon juice,1 tbsp tahini,4 large rolls (or hamburger buns),1 fat tomato, sliced,1 red onion sliced,4 leaves butter lettuce,salad or fries, or sautéed potatoes",Falafel burger ,30 mins to 1 hour,3.5,6,Serves 4
over 2 hours,American,"pork shoulder,chipotle,tomatoes,red onion,lime juice,fresh coriander,garlic,olive oil,avocados,garlic,lime juice,pepper,flour tortillas","1.5kg/3lb 5oz pork shoulder,2 tbsp chipotle sauce,6 tomatoes, chopped,½ red onion, finely chopped,1 tbsp lime juice (about ½ lime) ,small handful chopped fresh coriander,½ garlic clove, finely chopped,1 tsp olive oil,2 avocados, peeled, chopped,½ garlic clove, finely chopped,1 tbsp lime juice (about ½ lime), plus more to taste,salt and freshly ground black pepper,12-16 flour tortillas, to serve",Slow cooker pulled pork,less than 30 mins,5,2,Serves 4-6
30 mins to 1 hour,American,"chicken wings,sugar,ketchup,smoked paprika,garlic,chilli,Worcestershire sauce,olive oil,black pepper","1kg/2lb 4oz chicken wings (tips removed),1 tbsp light muscovado sugar,1 tbsp tomato ketchup,2 tsp sweet smoked paprika,1 garlic clove, crushed,1 fresh red chilli, deseeded and finely chopped,2 tbsp Worcestershire sauce,2 tbsp olive oil,salt and freshly ground black pepper",Smoked Texan chicken wings,over 2 hours,4.875,8,Serves 6
less than 10 mins,Turkish and Middle Eastern,"harissa,lemons,halloumi,red onion,tomatoes,cucumber,fennel,olive oil,vinegar,yoghurt,mint,rocket,black pepper","2 tbsp harissa paste,2 lemons,250g/9oz halloumi, thinly sliced,1 small red onion, finely chopped,2 vine tomatoes, finely chopped,½ cucumber, seeds removed, finely chopped,1 small fennel bulb, thinly sliced,2 tbsp olive oil,1 tbsp cider vinegar,250g/9oz low-fat Greek-style yoghurt,3 tbsp finely chopped mint leaves,small handful rocket leaves,salt and freshly ground black pepper",Halloumi salad,less than 30 mins,5,6,Serves 4
